name,state,total_population,median_household_income,gross_rent,median_home_value,total_in_labor_workforce,total_not_in_labor_workforce,total_education,education_no_hs,education_hs,education_associates,education_bachelors,education_graduate,total_occupancy_status,occupancy_status_occupied,occupancy_status_vacant,total_home_tenure,home_tenure_owner_occupied,home_tenure_renter_occupied,reporting_date,region_type,city
ZCTA5 35756,01,14757,102135,1425,240600,10859,3766,9376,500,1498,2713,3013,1652,5229,4677,552,4677,4178,499,2020-01-01,zipcode,Madison
ZCTA5 35758,01,47979,86495,1023,252700,38042,12554,32980,823,3870,7849,11671,8767,20654,19804,850,19804,13602,6202,2020-01-01,zipcode,Madison
ZCTA5 35760,01,4797,66042,782,134500,3422,1231,3076,567,945,849,642,73,1817,1619,198,1619,1339,280,2020-01-01,zipcode,New hope
ZCTA5 35764,01,554,26657,580,77500,511,244,464,195,197,60,11,1,288,275,13,275,214,61,2020-01-01,zipcode,Paint rock
ZCTA5 35772,01,4722,36607,626,84700,3753,1971,3383,608,1477,824,337,137,2348,1844,504,1844,1386,458,2020-01-01,zipcode,Stevenson
ZCTA5 07933,34,2651,150404,3309,567100,2347,738,2026,156,271,389,629,581,989,989,0,989,870,119,2020-01-01,zipcode,Gillette
ZCTA5 07727,34,6061,87253,1119,462700,4947,2090,4371,172,1432,899,1056,812,2577,2255,322,2255,1785,470,2020-01-01,zipcode,Farmingdale
ZCTA5 07642,34,10287,155742,1326,566300,8269,2374,6967,294,1211,1395,2297,1770,3535,3454,81,3454,3040,414,2020-01-01,zipcode,Hillsdale
ZCTA5 07644,34,24389,64249,1373,389400,20217,7064,17171,2945,5199,4624,2982,1421,9267,8825,442,8825,3524,5301,2020-01-01,zipcode,Lodi
ZCTA5 07645,34,8538,156042,1789,612600,6872,2352,5962,238,1005,1266,1914,1539,2986,2902,84,2902,2532,370,2020-01-01,zipcode,Montvale
ZCTA5 07648,34,5789,131563,1827,629900,4642,1862,3953,181,957,712,1280,823,2000,1945,55,1945,1625,320,2020-01-01,zipcode,Norwood
ZCTA5 32583,12,30135,66200,1044,164100,26321,13124,23093,4070,7685,7664,2558,1116,10573,9608,965,9608,7458,2150,2020-01-01,zipcode,Milton
ZCTA5 32601,12,19805,24916,865,189000,18097,7340,9011,495,1469,2346,2573,2128,9965,8200,1765,8200,2131,6069,2020-01-01,zipcode,Gainesville
ZCTA5 32626,12,8583,35345,694,106400,7166,3893,6304,677,3046,1878,526,177,4529,3686,843,3686,2807,879,2020-01-01,zipcode,Chiefland
ZCTA5 32643,12,11453,57404,940,173900,9122,3915,7780,871,2377,3180,864,488,4551,4094,457,4094,3399,695,2020-01-01,zipcode,High springs
ZCTA5 32656,12,14538,54631,896,142500,11535,5026,9995,1204,3589,3597,1059,546,6348,5423,925,5423,4362,1061,2020-01-01,zipcode,Keystone heights
ZCTA5 32664,12,379,51196,-666666666,152100,311,190,294,22,79,83,67,43,200,166,34,166,110,56,2020-01-01,zipcode,Mc intosh
ZCTA5 32666,12,6620,56544,1125,164900,6016,3251,5341,374,2058,1583,540,786,3712,2737,975,2737,2379,358,2020-01-01,zipcode,Melrose
ZCTA5 32697,12,226,42031,844,56900,164,73,111,31,50,25,3,2,150,87,63,87,11,76,2020-01-01,zipcode,Worthington springs
ZCTA5 32725,12,49802,55888,1198,173500,39551,17719,34344,4199,11272,12839,4485,1549,18339,16823,1516,16823,12974,3849,2020-01-01,zipcode,Deltona
ZCTA5 32751,12,21478,78337,1395,317800,17750,6026,15427,651,2052,4214,5151,3359,9891,8731,1160,8731,5709,3022,2020-01-01,zipcode,Maitland
ZCTA5 32763,12,23837,49566,1160,155600,19806,8393,17659,1779,6062,6359,2046,1413,10596,9473,1123,9473,5915,3558,2020-01-01,zipcode,Orange city
ZCTA5 32766,12,16415,118395,1948,384100,12537,4243,10588,578,1911,2649,2873,2577,5069,4925,144,4925,4382,543,2020-01-01,zipcode,Oviedo
ZCTA5 32798,12,2583,51399,-666666666,104000,2404,1437,2331,184,888,980,180,99,1554,1329,225,1329,1281,48,2020-01-01,zipcode,Zellwood
ZCTA5 32805,12,19764,33433,825,158100,16285,6398,14903,3211,5583,3115,2129,865,9538,7385,2153,7385,2899,4486,2020-01-01,zipcode,Orlando
ZCTA5 32817,12,35332,64043,1316,239000,30117,11096,20942,1606,5084,6855,4834,2563,13009,11083,1926,11083,6134,4949,2020-01-01,zipcode,Orlando
ZCTA5 32839,12,53012,42124,1137,152500,42179,14587,35060,6938,11095,10843,4538,1646,23385,17392,5993,17392,4208,13184,2020-01-01,zipcode,Orlando
ZCTA5 32948,12,6594,42312,794,115000,4848,1800,3688,1398,1087,707,419,77,2014,1559,455,1559,982,577,2020-01-01,zipcode,Fellsmere
ZCTA5 32952,12,20553,79720,1015,313900,17439,7482,15556,727,3306,4959,4177,2387,10030,8273,1757,8273,7039,1234,2020-01-01,zipcode,Merritt island
ZCTA5 32953,12,23829,66834,1104,291800,20131,8370,17856,1080,4025,6162,4332,2257,11480,9507,1973,9507,7156,2351,2020-01-01,zipcode,Merritt island
ZCTA5 32955,12,39846,72969,1358,247500,33217,13090,29834,1728,7490,10001,6607,4008,18117,15284,2833,15284,12110,3174,2020-01-01,zipcode,Rockledge
ZCTA5 32967,12,22819,51777,959,255800,19293,10422,17097,2208,5241,5008,2487,2153,10575,8009,2566,8009,6317,1692,2020-01-01,zipcode,Vero beach
ZCTA5 32456,12,8113,57872,1159,233200,6766,2819,6130,433,1598,1970,1273,856,6553,3619,2934,3619,2654,965,2020-01-01,zipcode,Port saint joe
ZCTA5 32504,12,21467,62254,1070,187900,16679,6466,14333,975,2887,4503,3311,2657,9723,8985,738,8985,5437,3548,2020-01-01,zipcode,Pensacola
ZCTA5 32505,12,27369,37673,912,72200,21634,9143,19014,2955,7329,6377,1645,708,13198,11025,2173,11025,5111,5914,2020-01-01,zipcode,Pensacola
ZCTA5 32506,12,37604,51477,1092,135300,30208,12122,25416,3263,6834,10050,3382,1887,16301,14283,2018,14283,8476,5807,2020-01-01,zipcode,Pensacola
ZCTA5 32507,12,33689,51842,963,172200,27051,10116,22959,2115,5403,8857,4338,2246,18716,13631,5085,13631,8273,5358,2020-01-01,zipcode,Pensacola
ZCTA5 32541,12,19085,84865,1622,381600,16100,5131,14500,940,2557,4410,4361,2232,16749,8317,8432,8317,5459,2858,2020-01-01,zipcode,Destin
ZCTA5 32564,12,2832,69643,1103,146200,2240,1024,2213,227,660,954,279,93,1185,1100,85,1100,1015,85,2020-01-01,zipcode,Holt
ZCTA5 32568,12,2806,58295,681,170000,2307,888,2078,213,729,864,135,137,1255,1101,154,1101,942,159,2020-01-01,zipcode,Mc david
ZCTA5 32579,12,10796,84375,1266,321500,8882,3557,7853,444,1683,1944,1963,1819,4797,4382,415,4382,3085,1297,2020-01-01,zipcode,Shalimar
ZCTA5 32609,12,19495,37725,953,115300,16371,6797,13777,2058,3883,4803,1930,1103,8287,7160,1127,7160,3838,3322,2020-01-01,zipcode,Gainesville
ZCTA5 32628,12,5377,38500,633,80100,4449,2919,3955,763,2003,913,230,46,1875,1524,351,1524,1203,321,2020-01-01,zipcode,Cross city
ZCTA5 76111,48,22567,51742,996,111900,16796,5339,13316,4885,4105,2550,1383,393,7709,6966,743,6966,4110,2856,2020-01-01,zipcode,Fort worth
ZCTA5 76112,48,42218,46009,939,134800,32635,11073,27830,5098,7831,9115,4016,1770,19111,16697,2414,16697,7978,8719,2020-01-01,zipcode,Fort worth
ZCTA5 76118,48,16594,73542,1055,196500,12973,3621,11273,1171,2778,4312,2064,948,5902,5480,422,5480,4158,1322,2020-01-01,zipcode,Fort worth
ZCTA5 76205,48,21657,52101,1112,242200,18722,6258,12980,1377,2173,4165,3420,1845,8308,7450,858,7450,2781,4669,2020-01-01,zipcode,Denton
ZCTA5 76230,48,9633,62572,974,136700,7600,3288,6726,724,2526,2214,879,383,5123,3954,1169,3954,3102,852,2020-01-01,zipcode,Bowie
ZCTA5 76239,48,1310,60583,732,175000,1119,483,978,59,335,390,135,59,653,583,70,583,412,171,2020-01-01,zipcode,Forestburg
ZCTA5 76245,48,1463,50903,719,121600,1292,818,1292,132,343,590,175,52,1289,733,556,733,579,154,2020-01-01,zipcode,Gordonville
ZCTA5 76432,48,1467,49625,913,158700,1191,555,1076,111,471,307,147,40,795,574,221,574,526,48,2020-01-01,zipcode,Blanket
ZCTA5 76460,48,433,75324,-666666666,178000,416,164,308,15,46,152,63,32,283,165,118,165,129,36,2020-01-01,zipcode,Loving
ZCTA5 76704,48,7681,21383,616,102700,5594,2644,4377,760,2071,1348,63,135,3726,3186,540,3186,1118,2068,2020-01-01,zipcode,Waco
ZCTA5 76682,48,3034,68289,952,106300,2224,782,1851,295,620,532,314,90,1168,992,176,992,779,213,2020-01-01,zipcode,Riesel
ZCTA5 76692,48,10048,55283,672,116500,8320,3778,7456,1071,2581,2396,1009,399,5421,3915,1506,3915,2926,989,2020-01-01,zipcode,Whitney
ZCTA5 76706,48,39667,33321,877,127000,32330,13114,16988,3088,5203,4978,2328,1391,15505,13488,2017,13488,5278,8210,2020-01-01,zipcode,Waco
ZCTA5 76821,48,4680,44031,855,82700,3789,1808,3407,605,1212,1068,385,137,2459,1864,595,1864,1349,515,2020-01-01,zipcode,Ballinger
ZCTA5 76824,48,13,-666666666,-666666666,-666666666,13,13,13,0,0,13,0,0,13,13,0,13,0,13,2020-01-01,zipcode,Bend
ZCTA5 76832,48,709,40625,627,169300,551,222,452,98,142,136,75,1,335,182,153,182,105,77,2020-01-01,zipcode,Cherokee
ZCTA5 76842,48,277,49167,-666666666,-666666666,267,171,252,70,25,86,58,13,192,114,78,114,110,4,2020-01-01,zipcode,Fredonia
ZCTA5 76853,48,1333,59167,1250,161500,1131,541,976,127,310,292,172,75,803,474,329,474,371,103,2020-01-01,zipcode,Lometa
ZCTA5 76857,48,1773,41143,-666666666,150000,1539,945,1424,156,539,476,168,85,1864,868,996,868,646,222,2020-01-01,zipcode,May
ZCTA5 76873,48,93,60486,-666666666,-666666666,69,50,69,7,24,2,14,22,91,41,50,41,38,3,2020-01-01,zipcode,Rockwood
ZCTA5 76901,48,30972,58580,937,129600,24379,8115,20589,2560,7032,6368,2920,1709,12300,11096,1204,11096,7857,3239,2020-01-01,zipcode,San angelo
ZCTA5 76904,48,36688,70555,890,203600,29013,9359,23059,1435,4714,8051,5795,3064,15882,14479,1403,14479,8918,5561,2020-01-01,zipcode,San angelo
ZCTA5 76905,48,12746,66793,1026,135700,9066,3081,7796,1037,2320,2699,1299,441,5124,4521,603,4521,2975,1546,2020-01-01,zipcode,San angelo
ZCTA5 76932,48,3941,60318,857,98500,2798,898,2317,386,957,680,167,127,1390,1176,214,1176,732,444,2020-01-01,zipcode,Big lake
ZCTA5 76559,48,6180,58125,937,141400,4415,1301,3761,281,1120,1659,409,292,2431,2170,261,2170,1339,831,2020-01-01,zipcode,Nolanville
ZCTA5 76565,48,175,65592,-666666666,-666666666,175,122,121,19,29,21,44,8,51,51,0,51,51,0,2020-01-01,zipcode,Pottsville
ZCTA5 76574,48,19328,58631,880,174800,15388,5969,13668,2542,4906,3974,1493,753,7089,6571,518,6571,4594,1977,2020-01-01,zipcode,Taylor
ZCTA5 76637,48,461,60000,515,261800,393,241,335,62,116,98,43,16,303,216,87,216,153,63,2020-01-01,zipcode,Cranfills gap
ZCTA5 76653,48,1481,47059,-666666666,141100,1221,581,1056,109,517,363,55,12,724,590,134,590,489,101,2020-01-01,zipcode,Kosse
ZCTA5 76665,48,2562,50565,584,108900,2177,1062,1888,205,602,750,206,125,1448,1057,391,1057,668,389,2020-01-01,zipcode,Meridian
ZCTA5 76670,48,1617,48472,855,101900,1310,450,1171,251,451,412,42,15,610,523,87,523,354,169,2020-01-01,zipcode,Milford
ZCTA5 76690,48,1081,55000,824,92500,742,333,628,136,282,112,67,31,524,366,158,366,274,92,2020-01-01,zipcode,Walnut springs
ZCTA5 76693,48,1825,41133,737,200600,1465,846,1335,257,263,582,179,54,919,707,212,707,465,242,2020-01-01,zipcode,Wortham
ZCTA5 76705,48,31868,43521,743,109900,25655,11749,20077,4424,6154,6480,2093,926,12452,11050,1402,11050,6300,4750,2020-01-01,zipcode,Waco
ZCTA5 76862,48,210,59286,-666666666,182700,177,84,160,2,74,57,24,3,293,96,197,96,85,11,2020-01-01,zipcode,Millersview
ZCTA5 76871,48,823,57813,875,161400,682,361,576,63,224,173,91,25,593,311,282,311,223,88,2020-01-01,zipcode,Richland springs
ZCTA5 76890,48,865,53984,674,113000,742,386,635,59,202,254,82,38,438,335,103,335,272,63,2020-01-01,zipcode,Zephyr
ZCTA5 76930,48,86,-666666666,-666666666,84000,69,18,69,9,46,14,0,0,55,30,25,30,30,0,2020-01-01,zipcode,Barnhart
ZCTA5 77088,48,57177,45445,949,120100,42846,15891,34803,9881,11242,9575,3020,1085,18984,17616,1368,17616,11284,6332,2020-01-01,zipcode,Houston
ZCTA5 77090,48,39289,41441,1006,166500,29229,7676,23377,2835,6430,8809,3410,1893,17595,15417,2178,15417,3944,11473,2020-01-01,zipcode,Houston
ZCTA5 77098,48,15487,98727,1644,611700,13719,3475,12061,132,523,1310,4889,5207,10037,8825,1212,8825,2807,6018,2020-01-01,zipcode,Houston
ZCTA5 77326,48,59,-666666666,-666666666,-666666666,59,59,59,0,59,0,0,0,107,59,48,59,59,0,2020-01-01,zipcode,Ace
ZCTA5 77327,48,26206,44379,760,97700,19416,8563,16104,3790,5979,4489,1307,539,10303,8900,1403,8900,6716,2184,2020-01-01,zipcode,Cleveland
ZCTA5 77334,48,352,45352,-666666666,-666666666,291,110,291,0,84,207,0,0,110,110,0,110,20,90,2020-01-01,zipcode,Dodge
ZCTA5 77304,48,35893,66010,1104,242600,28675,9130,23459,2106,5378,6952,5564,3459,15288,14407,881,14407,8379,6028,2020-01-01,zipcode,Conroe
ZCTA5 77306,48,16203,56881,976,115400,12357,5223,9390,3744,2626,2089,715,216,5415,4865,550,4865,4154,711,2020-01-01,zipcode,Conroe
ZCTA5 77331,48,8064,49348,825,161600,6699,3348,6029,801,2332,1712,757,427,4662,3178,1484,3178,2643,535,2020-01-01,zipcode,Coldspring
ZCTA5 78558,48,979,68977,-666666666,54200,732,189,629,293,145,161,30,0,289,239,50,239,194,45,2020-01-01,zipcode,La blanca
ZCTA5 78559,48,13733,38313,711,73300,9892,4532,8505,2563,2489,2227,818,408,4836,4265,571,4265,3336,929,2020-01-01,zipcode,La feria
ZCTA5 78161,48,550,55625,-666666666,163500,509,278,426,42,154,146,54,30,329,233,96,233,224,9,2020-01-01,zipcode,Sutherland springs
ZCTA5 78203,48,6162,32967,718,89800,4685,1717,4095,1232,1105,1201,325,232,2481,2088,393,2088,1048,1040,2020-01-01,zipcode,San antonio
ZCTA5 78210,48,37061,41109,868,100600,28991,12056,24370,6614,8009,6540,1900,1307,13816,11828,1988,11828,6756,5072,2020-01-01,zipcode,San antonio
ZCTA5 78213,48,45124,48340,961,145300,35212,12104,29263,5329,7531,10156,4005,2242,17501,16155,1346,16155,7920,8235,2020-01-01,zipcode,San antonio
ZCTA5 78222,48,25935,55884,1021,136900,19507,7958,16839,2908,5869,5499,1660,903,8501,7630,871,7630,5388,2242,2020-01-01,zipcode,San antonio
ZCTA5 78234,48,4917,79306,1795,57000,3202,819,2117,64,193,920,592,348,1015,979,36,979,35,944,2020-01-01,zipcode,Jbsa ft sam houston
ZCTA5 78250,48,62951,71842,1241,163700,48657,13697,41070,2845,9956,15693,8307,4269,19071,18665,406,18665,14247,4418,2020-01-01,zipcode,San antonio
ZCTA5 78257,48,8113,76458,1404,448300,6711,2018,5751,191,1052,1495,1832,1181,4562,3825,737,3825,1784,2041,2020-01-01,zipcode,San antonio
ZCTA5 78338,48,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-01,zipcode,Armstrong
ZCTA5 78343,48,4627,43021,831,96600,3658,1688,3144,658,905,963,485,133,1978,1629,349,1629,1304,325,2020-01-01,zipcode,Bishop
ZCTA5 77384,48,19171,98542,1332,315700,15822,6047,14256,752,1884,4176,4832,2612,9209,8115,1094,8115,4590,3525,2020-01-01,zipcode,Conroe
ZCTA5 77423,48,13210,67236,1030,219200,10004,3503,7972,1789,2118,2005,1098,962,3968,3631,337,3631,2884,747,2020-01-01,zipcode,Brookshire
ZCTA5 77568,48,16676,50532,891,115900,13221,5053,11903,1575,3645,4441,1482,760,7403,6468,935,6468,4574,1894,2020-01-01,zipcode,La marque
ZCTA5 77514,48,5461,53378,862,133300,4252,2068,3887,1070,1224,1209,173,211,2741,2095,646,2095,1600,495,2020-01-01,zipcode,Anahuac
ZCTA5 77573,48,91454,111011,1415,265800,68843,20727,59072,2341,10114,17843,18808,9966,33086,31934,1152,31934,24345,7589,2020-01-01,zipcode,League city
ZCTA5 77585,48,1226,-666666666,-666666666,-666666666,969,479,853,59,540,158,96,0,514,466,48,466,421,45,2020-01-01,zipcode,Saratoga
ZCTA5 77613,48,1045,46615,681,132300,853,412,809,81,295,351,32,50,551,507,44,507,392,115,2020-01-01,zipcode,China
ZCTA5 77615,48,923,95722,576,90000,719,218,659,76,284,232,59,8,430,373,57,373,232,141,2020-01-01,zipcode,Evadale
ZCTA5 77627,48,20969,77933,1004,142900,16216,5764,13935,852,3945,5558,2607,973,9530,8426,1104,8426,6217,2209,2020-01-01,zipcode,Nederland
ZCTA5 77630,48,27279,54708,845,98900,21562,8710,18484,2205,6787,6969,1956,567,12850,10498,2352,10498,7086,3412,2020-01-01,zipcode,Orange
ZCTA5 77663,48,720,-666666666,-666666666,178000,574,449,574,63,152,326,33,0,542,382,160,382,291,91,2020-01-01,zipcode,Village mills
ZCTA5 77707,48,18867,52607,951,127600,14608,5184,11914,1907,3246,3833,1941,987,7609,6839,770,6839,4791,2048,2020-01-01,zipcode,Beaumont
ZCTA5 77801,48,14853,32709,853,139300,11587,4168,6798,1373,1906,1819,951,749,6917,5821,1096,5821,723,5098,2020-01-01,zipcode,Bryan
ZCTA5 77443,48,390,-666666666,-666666666,-666666666,269,76,269,0,112,76,0,81,186,126,60,126,45,81,2020-01-01,zipcode,Glen flora
ZCTA5 77003,48,9612,80083,1371,294500,8492,1576,7256,1034,907,1734,1987,1594,5526,4784,742,4784,2167,2617,2020-01-01,zipcode,Houston
ZCTA5 77351,48,34367,50207,796,138500,28542,15329,25390,4921,9322,7268,2729,1150,17567,12128,5439,12128,9321,2807,2020-01-01,zipcode,Livingston
ZCTA5 77372,48,15484,64180,1075,132600,11157,3998,9348,2031,3877,2771,529,140,5150,4504,646,4504,3758,746,2020-01-01,zipcode,Splendora
ZCTA5 77374,48,507,-666666666,-666666666,45500,410,218,317,29,208,38,42,0,301,222,79,222,186,36,2020-01-01,zipcode,Thicket
ZCTA5 77375,48,60115,83050,1233,210600,43410,13078,36823,3380,7394,11674,9959,4416,20626,19849,777,19849,14642,5207,2020-01-01,zipcode,Tomball
ZCTA5 77376,48,508,26705,-666666666,-666666666,489,200,351,0,307,44,0,0,359,297,62,297,297,0,2020-01-01,zipcode,Votaw
ZCTA5 77414,48,24254,48237,883,134000,18429,7797,15613,2683,4464,5039,2208,1219,12779,9286,3493,9286,5976,3310,2020-01-01,zipcode,Bay city
ZCTA5 77415,48,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-01,zipcode,Cedar lane
ZCTA5 77418,48,10250,57370,705,224800,8225,3292,6941,981,1824,2132,1304,700,4319,3797,522,3797,2837,960,2020-01-01,zipcode,Bellville
ZCTA5 77440,48,28,-666666666,-666666666,-666666666,28,0,28,28,0,0,0,0,28,28,0,28,0,28,2020-01-01,zipcode,Elmaton
ZCTA5 77808,48,12248,80179,932,264300,9885,3333,8841,785,2349,2684,2026,997,4885,4662,223,4662,4255,407,2020-01-01,zipcode,Bryan
ZCTA5 77831,48,2847,46047,688,82900,2188,1101,1952,201,679,702,201,169,1678,1068,610,1068,891,177,2020-01-01,zipcode,Bedias
ZCTA5 77837,48,1873,53250,808,88000,1420,561,1237,146,433,410,152,96,1001,751,250,751,468,283,2020-01-01,zipcode,Calvert
ZCTA5 77840,48,59700,25639,914,200000,54725,25267,18920,1626,2840,5245,4550,4659,25033,20655,4378,20655,2252,18403,2020-01-01,zipcode,College station
ZCTA5 77969,48,177,-666666666,-666666666,-666666666,168,77,155,47,42,66,0,0,90,64,26,64,64,0,2020-01-01,zipcode,La salle
ZCTA5 77990,48,788,51128,825,78400,665,316,622,88,224,197,78,35,528,331,197,331,281,50,2020-01-01,zipcode,Tivoli
ZCTA5 77016,48,30462,36805,918,77700,22925,10226,18782,5873,6819,4404,1108,578,10791,9599,1192,9599,5841,3758,2020-01-01,zipcode,Houston
ZCTA5 36262,01,1402,43750,641,90900,1087,614,1008,247,454,207,86,14,629,498,131,498,414,84,2020-01-01,zipcode,Fruithurst
ZCTA5 36279,01,2864,57886,933,133500,2243,1110,2077,329,713,685,149,201,1240,1039,201,1039,900,139,2020-01-01,zipcode,Wellington
ZCTA5 36319,01,2212,54196,770,89800,1718,830,1568,230,586,531,129,92,1036,848,188,848,700,148,2020-01-01,zipcode,Columbia
ZCTA5 36320,01,3208,37420,675,94400,2656,1342,2364,369,912,771,256,56,1641,1291,350,1291,1035,256,2020-01-01,zipcode,Cottonwood
ZCTA5 36330,01,38010,62545,846,169200,29454,11213,25599,2886,6150,9907,4365,2291,16479,14439,2040,14439,9121,5318,2020-01-01,zipcode,Enterprise
ZCTA5 36401,01,7900,33026,567,85100,6296,3497,5513,697,2667,1469,304,376,4462,2989,1473,2989,2110,879,2020-01-01,zipcode,Evergreen
ZCTA5 36013,01,631,101167,-666666666,367300,541,230,477,53,86,233,66,39,228,228,0,228,228,0,2020-01-01,zipcode,Cecil
ZCTA5 36037,01,13172,44609,640,96300,10415,4580,8960,1268,4060,2152,914,566,6346,4338,2008,4338,2982,1356,2020-01-01,zipcode,Greenville
ZCTA5 36039,01,139,49375,-666666666,-666666666,139,62,126,39,31,43,13,0,54,54,0,54,33,21,2020-01-01,zipcode,Hardaway
ZCTA5 36093,01,10839,106233,1080,256500,8599,3037,7092,200,1317,2143,1986,1446,3878,3735,143,3735,3558,177,2020-01-01,zipcode,Wetumpka
ZCTA5 36111,01,12500,54613,893,161800,9861,3658,8069,1066,1805,2193,1922,1083,5606,4779,827,4779,2780,1999,2020-01-01,zipcode,Montgomery
ZCTA5 36203,01,17705,61182,841,141400,14082,5160,12283,2022,3136,4243,1526,1356,7514,6733,781,6733,4675,2058,2020-01-01,zipcode,Oxford
ZCTA5 36250,01,5258,77721,915,125200,4319,1721,3789,339,1368,1412,416,254,1874,1698,176,1698,1529,169,2020-01-01,zipcode,Alexandria
ZCTA5 36317,01,700,49583,-666666666,92300,666,352,567,136,135,139,91,66,382,313,69,313,269,44,2020-01-01,zipcode,Clopton
ZCTA5 36318,01,1254,52143,588,106000,984,479,804,132,265,316,70,21,698,494,204,494,440,54,2020-01-01,zipcode,Coffee springs
ZCTA5 36866,01,3795,44554,563,84200,2975,1156,2757,460,1049,933,216,99,1894,1554,340,1554,1215,339,2020-01-01,zipcode,Notasulga
ZCTA5 36877,01,13340,57857,887,153900,10458,3925,8670,868,2400,3385,1066,951,5057,4432,625,4432,3235,1197,2020-01-01,zipcode,Smiths station
ZCTA5 36901,01,316,31296,-666666666,60900,316,206,266,65,157,44,0,0,199,174,25,174,109,65,2020-01-01,zipcode,Bellamy
ZCTA5 36005,01,1411,39063,578,91700,1156,583,952,204,346,213,108,81,743,530,213,530,469,61,2020-01-01,zipcode,Banks
ZCTA5 36010,01,5047,39643,691,100700,4069,2063,3380,706,1429,735,333,177,2442,1594,848,1594,1165,429,2020-01-01,zipcode,Brundidge
ZCTA5 36027,01,14282,34969,597,112000,11176,5273,9592,2065,3090,2977,873,587,7353,5804,1549,5804,3348,2456,2020-01-01,zipcode,Eufaula
ZCTA5 32256,12,47883,65549,1235,282700,41237,12558,35054,1581,5966,8955,12115,6437,23734,21791,1943,21791,8545,13246,2020-01-01,zipcode,Jacksonville
ZCTA5 32304,12,50298,23704,955,104100,47407,19090,16168,2173,3727,5070,2926,2272,22831,19099,3732,19099,2507,16592,2020-01-01,zipcode,Tallahassee
ZCTA5 32308,12,21870,63018,1099,231600,18446,6503,16311,470,2715,3958,4606,4562,11343,10547,796,10547,5456,5091,2020-01-01,zipcode,Tallahassee
ZCTA5 32901,12,26014,42822,1028,161800,22870,11379,18468,1928,4938,6056,3385,2161,13064,10658,2406,10658,4860,5798,2020-01-01,zipcode,Melbourne
ZCTA5 32926,12,22862,54366,1020,191300,20102,9610,18387,2279,6156,6378,2261,1313,10331,8923,1408,8923,7259,1664,2020-01-01,zipcode,Cocoa
ZCTA5 32940,12,43046,73601,1571,303200,35292,17106,31927,978,5323,9805,8782,7039,19205,17828,1377,17828,14892,2936,2020-01-01,zipcode,Melbourne
ZCTA5 32950,12,4422,83400,1295,302400,3856,1665,3471,164,1163,1096,815,233,1854,1788,66,1788,1637,151,2020-01-01,zipcode,Malabar
ZCTA5 32968,12,14705,79811,1423,281300,12392,5831,10670,487,3160,3423,2512,1088,5607,4904,703,4904,4592,312,2020-01-01,zipcode,Vero beach
ZCTA5 32780,12,35908,51665,968,171200,30550,15011,27217,2363,7654,10321,4480,2399,19460,15211,4249,15211,10953,4258,2020-01-01,zipcode,Titusville
ZCTA5 32934,12,18298,81106,1370,274000,16092,8082,14306,1090,3160,4840,3098,2118,7561,7159,402,7159,6347,812,2020-01-01,zipcode,Melbourne
ZCTA5 32033,12,4771,67031,1446,199300,4340,2034,3834,319,907,1663,549,396,2200,1924,276,1924,1647,277,2020-01-01,zipcode,Elkton
ZCTA5 32003,12,30582,101685,1464,278300,25209,9798,21532,876,3852,6975,6015,3814,11573,11093,480,11093,9552,1541,2020-01-01,zipcode,Fleming island
ZCTA5 32026,12,2026,-666666666,-666666666,-666666666,2026,2026,1896,901,709,252,23,11,0,0,0,0,0,0,2020-01-01,zipcode,Raiford
ZCTA5 32064,12,6929,44505,725,96700,5824,2389,5013,445,2141,1508,571,348,3068,2450,618,2450,1402,1048,2020-01-01,zipcode,Live oak
ZCTA5 32080,12,22237,78678,1310,392100,19848,9563,17967,672,3263,5033,5631,3368,16453,9976,6477,9976,7901,2075,2020-01-01,zipcode,Saint augustine
ZCTA5 32081,12,16914,124821,1974,419400,12396,5169,11079,96,1397,2753,3339,3494,6495,5476,1019,5476,4883,593,2020-01-01,zipcode,Ponte vedra
ZCTA5 32128,12,22046,76814,1609,278200,18570,8668,16256,715,3527,5160,4343,2511,9462,8695,767,8695,7279,1416,2020-01-01,zipcode,Port orange
ZCTA5 32129,12,23383,51834,1185,175200,20517,8412,17691,1484,5413,6799,2872,1123,11493,10088,1405,10088,7019,3069,2020-01-01,zipcode,Port orange
ZCTA5 32133,12,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,47,0,47,0,0,0,2020-01-01,zipcode,Eastlake weir
ZCTA5 32162,12,55828,64578,1372,273400,55299,49124,55084,1134,14019,17132,13137,9662,38134,31260,6874,31260,29944,1316,2020-01-01,zipcode,The villages
ZCTA5 32228,12,509,-666666666,-666666666,-666666666,509,0,114,0,0,81,33,0,0,0,0,0,0,0,2020-01-01,zipcode,Jacksonville
ZCTA5 32305,12,21533,43876,857,112200,16827,6281,13248,2096,4159,4460,1592,941,8995,7802,1193,7802,4814,2988,2020-01-01,zipcode,Tallahassee
