streetAddress,city,state,zipcode,latitude,longitude,price,homeStatus,datePosted,description
3237 W Port Au Prince Ln,Phoenix,AZ,85053,33.62282,-112.12867,348999.0,FOR_SALE,2023-06-29,"Your new beautifully updated 2-bed, 1-bath property in Phoenix, AZ. This charming home features a separate storage building, RV gate, and stunning landscaping with pavers, gravel, and grass. The spacious ramada offers an ideal setting for entertaining. Inside, the modern interior showcases an open floor plan, a beautifully remodeled kitchen with new appliances, and tastefully updated bathrooms. Conveniently located, this home provides easy access to amenities. Don''t miss this opportunity to own a remarkable property in a desirable location. Contact us today and experience the charm firsthand!"
3614 W Sierra Vista Dr,Phoenix,AZ,85019,33.532166,-112.13698,340000.0,FOR_SALE,2023-07-13,"Excellent investment property! 3 bed, 2 bath, with 1674 square feet in a prime spot of Central Phoenix. Single level home on a North/South exposed lot. Large front extended covered patio.  Kitchen has a breakfast bar and tons of cabinetry and counter space. Massive bonus room can double as a master bedroom or living space. Master suite has a en-suite bathroom with large walk-in shower and a private AZ room.  North facing backyard has tons of space, gated area with storage shed, and a gated side yard for a dog run. This is the perfect investment property!"
11648 S Jokake St,Phoenix,AZ,85044,33.341087,-111.97926,339000.0,FOR_SALE,2023-07-12,"****** BRAND NEW KITCHEN! NEW LUXURY TILE FLOORING THROUGHOUT MOST OF THE HOME! NEW A/C UNIT 2019 *****Welcome to this exquisite 55+ adult Golf community located in the highly sought-after Ahwatukee Country Club, This home offers an unparalleled lifestyle where you can embrace a vibrant social life and engage in numerous activities and amenities. Golf enthusiasts will truly find themselves in paradise! This residence has tons of natural light throughout its amazing 2 bed and 2 bath floor plan. Some of its highlights include, a spacious 2 car garage w/ oversized storage room, incredible  Kitchen remodel, recently installed luxury tile flooring throughout most of the high traffic areas, Arizona room where you can sit back and enjoy the incredible sunrises while drinking your coffee This is the ultimate low-maintenance lifestyle as the exterior landscaping, painting, and roof maintenance are all expertly handled by the HOA. Say goodbye to worries and say hello to carefree living!

If that's not enough, Prepare to be amazed by all the amenities within this vibrant community. The recreation center is a hub of activity, offering a state-of-the-art fitness center, both indoor and outdoor pools, pickleball courts and much more. With endless options to stay active and socialize, you'll find yourself truly immersed in this thriving community.

Opportunities like this are rare, especially in a community as highly regarded as this one. Don't miss your chance to own a home this prestigious country club and indulge in a lifestyle that combines luxury, convenience, and endless possibilities.

*** ARIZONA ROOM NOT INCLUDED IN THE TOTAL SQUARE FOOTAGE, THIS ROOM IS AN ADDITIONAL 140 SQ FT. ***"
4431 S 5th St,Phoenix,AZ,85040,33.405426,-112.06709,349900.0,FOR_SALE,2023-07-07,"Incredible opportunity to purchase home situated on  14,000 sq ft lot, with two additional units under construction. The second unit is nearly complete, The third unit's foundation and drainage are ready. This investment holds the potential for profit while completing the project. Primary home offers 1,300 sq 3 bd/1.75 bath. Rented for $1,500 per month, it's well below the market value of approximately $2,000 per month. The lease is valid until March. Home has tile, carpet, granite and  updated kitchen and bathrooms. Additional units, spanning 841 sq ft,  Unit 2 is already done, boasting windows, doors, and complete plumbing.  Unit 3,  has concrete pad and functioning drainage. Both units await electrical installation. Complete project and add substantial value and generate income."
8814 W Mulberry Dr,Phoenix,AZ,85037,33.486504,-112.24925,350000.0,FOR_SALE,2023-06-11,"Look no more! Come see this wonderful single-level home waiting for its new owner. Providing 3 bedrooms, 2 bathrooms, and a low-care front yard w/driveway parking. Discover an excellent floor plan boasting a formal living room and a large family room with a fireplace! Continue onto the eat-in kitchen to find a gas range, wood cabinetry, a breakfast bar, & sliding doors to the back. Tile flooring t/out, two-tone paint, and tons of natural light are some features worth mentioning. Main bedroom includes a private bathroom with a tiled step-in shower. Laundry room with attached shelves. Finally, the spacious backyard offering a covered patio gives you endless possibilities! With your creative ideas, you can make it a perfect outdoor living space. Great Phoenix location! Don't miss this gem!"
7737 W Clarendon Ave,Phoenix,AZ,85033,33.49084,-112.22603,330000.0,FOR_SALE,2023-06-11,"Welcome home! This inviting 4-bed, 2-bath residence features an extended driveway & carport for a delightful first impression. The open layout showcases tile flooring, a soothing neutral palette, & easy access to the backyard, creating a seamless indoor-outdoor experience. The spotless kitchen comes w/ ample counter space for meal preparation, sleek paneled cabinets, built-in appliances, & a center island w/ a breakfast bar for quick meals. The main bedroom is a personal retreat designed w/ ample closet space & a private bathroom for added comfort. Extend the welcoming vibe outdoors w/ a screened patio - perfect for enjoying mild evenings. The backyard offers a blank canvas, providing the space. This value won't disappoint!"
2209 W Adams St,Phoenix,AZ,85009,33.448826,-112.1071,349900.0,FOR_SALE,2023-05-29,"This charming 2-bed, 1-bath residence boasts a coveted location w/ unique curb appeal displaying paver walkways & driveway, & a welcoming front patio. Enter the pleasant living room w/ wood-look flooring & abundant natural light, providing an inviting ambiance. The eat-in kitchen features paneled cabinets w/ crown moulding, tile backsplash, a breakfast bar, & sliding glass doors leading to the backyard, integrating indoor-outdoor living spaces. One of the bedrooms has a sitting room, offering a versatile space to fit your needs. The convenient Jack & Jill bathroom adds a layer of functionality. The backyard includes a covered deck, a cozy gazebo, an RV gate, & plenty of space for gatherings. Just a stone's throw away from Downtown, schools, bus stops, & easy access to I-17."
2020 W Georgia Ave,Phoenix,AZ,85015,33.514874,-112.10274,349900.0,FOR_SALE,2023-05-24,"Great home to call your own, 3 bedrooms 1 bath with no HOA. Open floor plan, inside laundry room and cover patio. Close to Central Phoenix, GCU, shopping, dining and amenities. The light rail is within walking distance and easy access to the I-17 freeway."
2437 W Yuma St,Phoenix,AZ,85009,33.43471,-112.11245,314000.0,FOR_SALE,2023-05-15,"Great location, close to downtown!! Church on R-3 multi-family parcel, large 2209 sq foot building, many potential uses! Could continue to be used as a church, rental for weddings or converted into a duplex or large home. Price to sq foot amongst the lowest in the Valley."
6100 N 36th Ave,Phoenix,AZ,85019,33.52546,-112.1363,348300.0,FOR_SALE,2023-05-10,"This home is being sold as-is and is boarded up for security. Touring is unavailable. 3 bedrooms, 2 bathrooms, and carport parking. Brokerage does not advertise on Craigslist and will never ask you to wire money or request funds through a payment app on your mobile device."
4721 N 29th Ave,Phoenix,AZ,85017,33.506504,-112.12031,345000.0,FOR_SALE,2023-04-12,
2533 W Adams St,Phoenix,AZ,85009,33.4488,-112.11468,349900.0,FOR_SALE,2023-04-08,"Welcome home to this updated 3 bedroom, 2 bath home centrally located in Phoenix and close to downtown. You will enjoy cooking in your kitchen with new white shaker cabinets, granite counter tops, tile backsplash & stainless steel appliances. Dual pane windows. All new light fixtures. Freshly painted interior & exterior. New A/C. Interior laundry room w/ washer & dryer. Sewer lines are new from the house to main pipe in backyard. New electrical wiring. Oversized yard with RV gate."
715 E Alta Vista Rd S,Phoenix,AZ,85042,33.388268,-112.063896,345000.0,FOR_SALE,2023-03-10,Great Investment whether you are owner occupying or planning for future development. Horse property.. NO HOA..Here is a 3 bed 1 bath with tons of potential on a 1/2 acre lot zoned R3 which is multi familly zoning. You have the opportunity to put more than one home on this property or maybe small apartments. Please take a look at planning and zoning to see what can be done here. Block Fence on 3 sides. Established neighborhood.
1847 W Atlanta Ave,Phoenix,AZ,85041,33.400414,-112.099075,335000.0,FOR_SALE,2023-02-15,"Hurry! Make this corner lot property yours before it's gone! This fully fenced beauty offers carport space and a spacious front yard. Discover an open floor with handsome tile flooring, an exposed beam on the ceiling, lots of natural light, and designer paint. Prepare delicious meals in this well-kept kitchen, providing recessed lighting, tile countertops, a pantry, patio access, stylish tile backsplash, and a breakfast bar. The large primary bedroom enjoys a private bathroom with dual sinks and a walk-in closet. Spacious backyard includes a covered patio, storage shed, RV gate, and plenty of room for your toys, animals, & more! Don't let this incredible opportunity slip by. Make it yours now!"
4050 W Rovey Ave,Phoenix,AZ,85019,33.524944,-112.14675,389900.0,FOR_SALE,2023-09-08,Welcome and take a look at this beautiful 4-bedroom 2 bath home completely remodel with no HOA. Large eat-in kitchen with stainless steel appliances. Recently updated tile in all the main areas. New bathrooms and paint throughout the home. The backyard comes with a storage shed. Only 5 minutes from the beautiful university campus of Grand Canyon University. Come see it today!
4329 W Shangri La Rd,Glendale,AZ,85304,33.586792,-112.15268,395000.0,FOR_SALE,2023-09-08,"Recently Remodeled, Move in Ready. New Kitchen Cabinets with Beautiful Granite Counter Tops. New Tile, New Light Fixtures, New Carpet New Garage Door. Excellent for first time home buyers!! Agents bring your buyers!!"
330 N 18th Ave,Phoenix,AZ,85007,33.452625,-112.09848,385000.0,FOR_SALE,2023-09-07,"Fantastic Development Opportunity in The Oakland Historic District. The property features a front duplex that has suffered fire damage but comes with an overlay permitting a total of 5 units. The plan includes constructing new studios or 1-bedroom units at the rear of the property.Our estimated rent analysis suggests a potential monthly income exceeding $6,000 from these 5 units. Anticipated construction costs may vary depending on chosen finishes. Considering the projected income and a 15% load, this investment has the potential to be valued between $1 million to $1.2 million upon completion. This property boasts a historical designation, and the sale includes structural and architectural plans. Don't miss this opportunity to participate in The Oakland historic district's revitalization while establishing a promising income stream"
1219 E Wickieup Ln,Phoenix,AZ,85024,33.663437,-112.056145,399900.0,FOR_SALE,2023-09-07,"ASSUMABLE LOW INTEREST RATE!!! Step into this cozy remodeled home nestled in the North Canyon neighborhood. The kitchen features upgraded SS appliances, espresso soft close cabinets with beautiful quartz countertops, and reverse osmosis.  All updated fans, faucets, fixtures throughout. NEWER interior/exterior paint. Master bedroom with en suite bathroom with walk in shower. This starter home is perfect for investors and entry level buyers alike! With a NEW A/C UNIT and the back yard offers a blank canvas with NEW SHED, RV GATE and NO HOA!!!"
3120 W Surrey Ave,Phoenix,AZ,85029,33.605843,-112.126175,380000.0,FOR_SALE,2023-09-07,"No HOA!! Charming modern farmhouse remodel in the heart of Phoenix with an oversized workshop garage. Lots of upgrades! White shaker kitchen cabinets. Wood look plank porcelain floor tiles in main areas. Plush  carpeting in the bedrooms. Designer paint featuring grays, whites, and black. Newer showers, toilets, sinks, counters, cabinets, doors, trim, lighting, windows and so much more. The AC and roof are only a few years old. Nice lot with roomy backyard with artificial turf and lots of patio space. Driveway space for all the cars."
